case,problem,num_cores,makespan,speedup,added_copy_bytes,cache_hit_rate,n_subgraphs,plan
case_047,3,2,253290,1.2891,2101382,0.06952257080018742,162,results\final_plans\p3\n2\case_047_multicore_res.json
case_047,3,3,136132,2.3985,1235596,0.1993658040310678,93,results\final_plans\p3\n3\case_047_multicore_res.json
case_047,3,4,117890,2.7696,1951698,0.5079865519684628,124,results\final_plans\p3\n4\case_047_multicore_res.json
case_047,3,5,108778,3.0016,2616600,0.469034221794467,155,results\final_plans\p3\n5\case_047_multicore_res.json
case_048,1,2,212543,1.0455,615242,,90,results\final_plans\p1\n2\case_048_multicore_res.json
case_048,1,3,208666,1.065,580204,,64,results\final_plans\p1\n3\case_048_multicore_res.json
case_048,1,4,203854,1.0901,552668,,53,results\final_plans\p1\n4\case_048_multicore_res.json
case_048,1,5,203854,1.0901,552668,,53,results\final_plans\p1\n5\case_048_multicore_res.json
case_048,2,2,180700,1.2298,331332,,90,results\final_plans\p2\n2\case_048_multicore_res.json
case_048,2,3,173304,1.2823,576140,,79,results\final_plans\p2\n3\case_048_multicore_res.json
case_048,2,4,163248,1.3612,1656050,,237,results\final_plans\p2\n4\case_048_multicore_res.json
case_048,2,5,160383,1.3856,1584312,,352,results\final_plans\p2\n5\case_048_multicore_res.json
case_048,3,2,180700,1.2298,331332,0.0010067032551229046,90,results\final_plans\p3\n2\case_048_multicore_res.json
case_048,3,3,173034,1.2843,576140,0.12205370625697591,79,results\final_plans\p3\n3\case_048_multicore_res.json
case_048,3,4,162710,1.3657,1656050,0.25942344592330885,237,results\final_plans\p3\n4\case_048_multicore_res.json
case_048,3,5,159864,1.3901,1584312,0.24702522684088726,352,results\final_plans\p3\n5\case_048_multicore_res.json
case_049,1,2,184809,1.062,547532,,14,results\final_plans\p1\n2\case_049_multicore_res.json
case_049,1,3,135785,1.4455,404608,,19,results\final_plans\p1\n3\case_049_multicore_res.json
case_049,1,4,78810,2.4905,701264,,52,results\final_plans\p1\n4\case_049_multicore_res.json
case_049,1,5,69579,2.8209,891320,,65,results\final_plans\p1\n5\case_049_multicore_res.json
case_049,2,2,160206,1.2251,0,,2,results\final_plans\p2\n2\case_049_multicore_res.json
case_049,2,3,113281,1.7326,2627600,,124,results\final_plans\p2\n3\case_049_multicore_res.json
case_049,2,4,69873,2.809,751934,,52,results\final_plans\p2\n4\case_049_multicore_res.json
case_049,2,5,59756,3.2846,885412,,65,results\final_plans\p2\n5\case_049_multicore_res.json
case_049,3,2,160206,1.2251,0,0.0,2,results\final_plans\p3\n2\case_049_multicore_res.json
case_049,3,3,113033,1.7364,2627600,0.158908029330815,124,results\final_plans\p3\n3\case_049_multicore_res.json
case_049,3,4,69546,2.8222,751934,0.42464064557706854,52,results\final_plans\p3\n4\case_049_multicore_res.json
case_049,3,5,58875,3.3338,885412,0.5035241188157972,65,results\final_plans\p3\n5\case_049_multicore_res.json
case_050,1,2,121570,1.2313,189790,,5,results\final_plans\p1\n2\case_050_multicore_res.json
case_050,1,3,71842,2.0836,583052,,39,results\final_plans\p1\n3\case_050_multicore_res.json
case_050,1,4,61002,2.4539,654496,,40,results\final_plans\p1\n4\case_050_multicore_res.json
case_050,1,5,57813,2.5892,735830,,65,results\final_plans\p1\n5\case_050_multicore_res.json
case_050,2,2,111361,1.3442,1921706,,83,results\final_plans\p2\n2\case_050_multicore_res.json
case_050,2,3,58248,2.5699,481660,,39,results\final_plans\p2\n3\case_050_multicore_res.json
case_050,2,4,47895,3.1254,571290,,40,results\final_plans\p2\n4\case_050_multicore_res.json
case_050,2,5,47895,3.1254,571290,,40,results\final_plans\p2\n5\case_050_multicore_res.json
case_050,3,2,111066,1.3478,1921706,0.14444225411725142,83,results\final_plans\p3\n2\case_050_multicore_res.json
case_050,3,3,58236,2.5704,481660,0.3513107017998987,39,results\final_plans\p3\n3\case_050_multicore_res.json
case_050,3,4,47506,3.151,571290,0.38631465363027756,40,results\final_plans\p3\n4\case_050_multicore_res.json
case_050,3,5,46330,3.231,783072,0.46475422195416166,65,results\final_plans\p3\n5\case_050_multicore_res.json
case_051,1,2,607628,1.0,0,,1,results\final_plans\p1\n2\case_051_multicore_res.json
case_051,1,3,549836,1.1051,19138090,,126,results\final_plans\p1\n3\case_051_multicore_res.json
case_051,1,4,533409,1.1391,16713772,,290,results\final_plans\p1\n4\case_051_multicore_res.json
case_051,1,5,493017,1.2325,16648208,,330,results\final_plans\p1\n5\case_051_multicore_res.json
case_051,2,2,607628,1.0,0,,1,results\final_plans\p2\n2\case_051_multicore_res.json
case_051,2,3,484407,1.2544,10748968,,130,results\final_plans\p2\n3\case_051_multicore_res.json
case_051,2,4,417627,1.455,6423116,,168,results\final_plans\p2\n4\case_051_multicore_res.json
case_051,2,5,382336,1.5893,9176852,,330,results\final_plans\p2\n5\case_051_multicore_res.json
case_051,3,2,607628,1.0,0,0.0,1,results\final_plans\p3\n2\case_051_multicore_res.json
case_051,3,3,483306,1.2572,10748968,0.10638125889072339,130,results\final_plans\p3\n3\case_051_multicore_res.json
case_051,3,4,416706,1.4582,6423116,0.20968193632820364,168,results\final_plans\p3\n4\case_051_multicore_res.json
case_051,3,5,377581,1.6093,9176852,0.2613461616477181,330,results\final_plans\p3\n5\case_051_multicore_res.json
case_052,1,2,91393,1.9728,73728,,2,results\final_plans\p1\n2\case_052_multicore_res.json
case_052,1,3,60932,2.9591,147456,,3,results\final_plans\p1\n3\case_052_multicore_res.json
case_052,1,4,48113,3.7474,221184,,4,results\final_plans\p1\n4\case_052_multicore_res.json
case_052,1,5,37926,4.754,73728,,5,results\final_plans\p1\n5\case_052_multicore_res.json
case_052,2,2,89132,2.0229,73728,,47,results\final_plans\p2\n2\case_052_multicore_res.json
case_052,2,3,59677,3.0213,147456,,47,results\final_plans\p2\n3\case_052_multicore_res.json
case_052,2,4,48113,3.7474,221184,,4,results\final_plans\p2\n4\case_052_multicore_res.json
case_052,2,5,37926,4.754,73728,,5,results\final_plans\p2\n5\case_052_multicore_res.json
case_052,3,2,89132,2.0229,73728,0.046926130268892884,47,results\final_plans\p3\n2\case_052_multicore_res.json
case_052,3,3,59677,3.0213,147456,0.05775039164490862,47,results\final_plans\p3\n3\case_052_multicore_res.json
case_052,3,4,48113,3.7474,221184,0.187675276466504,4,results\final_plans\p3\n4\case_052_multicore_res.json
case_052,3,5,37926,4.754,73728,0.046926130268892884,5,results\final_plans\p3\n5\case_052_multicore_res.json
case_053,1,2,765204,1.9246,5921504,,2,results\final_plans\p1\n2\case_053_multicore_res.json
case_053,1,3,679492,2.1673,9094058,,41,results\final_plans\p1\n3\case_053_multicore_res.json
case_053,1,4,679492,2.1673,9094058,,41,results\final_plans\p1\n4\case_053_multicore_res.json
case_053,1,5,495416,2.9726,6980120,,6,results\final_plans\p1\n5\case_053_multicore_res.json
case_053,2,2,755997,1.948,5044902,,6,results\final_plans\p2\n2\case_053_multicore_res.json
case_053,2,3,586485,2.511,9198812,,15,results\final_plans\p2\n3\case_053_multicore_res.json
case_053,2,4,562541,2.6179,11779230,,216,results\final_plans\p2\n4\case_053_multicore_res.json
case_053,2,5,467018,3.1534,14498928,,258,results\final_plans\p2\n5\case_053_multicore_res.json
case_053,3,2,741373,1.9864,5044902,0.3892217641015186,6,results\final_plans\p3\n2\case_053_multicore_res.json
case_053,3,3,574404,2.5639,9198812,0.4180787169076939,15,results\final_plans\p3\n3\case_053_multicore_res.json
case_053,3,4,550216,2.6766,9488160,0.5084663588905041,20,results\final_plans\p3\n4\case_053_multicore_res.json
case_053,3,5,428421,3.4375,14498928,0.5155214203921946,258,results\final_plans\p3\n5\case_053_multicore_res.json
case_054,1,2,619266,1.3162,340976,,4,results\final_plans\p1\n2\case_054_multicore_res.json
case_054,1,3,364389,2.2368,2171082,,62,results\final_plans\p1\n3\case_054_multicore_res.json
case_054,1,4,264500,3.0815,2551950,,88,results\final_plans\p1\n4\case_054_multicore_res.json
case_054,1,5,264500,3.0815,2551950,,88,results\final_plans\p1\n5\case_054_multicore_res.json
case_054,2,2,508634,1.6024,464518,,8,results\final_plans\p2\n2\case_054_multicore_res.json
case_054,2,3,342634,2.3788,1613448,,75,results\final_plans\p2\n3\case_054_multicore_res.json
case_054,2,4,248300,3.2825,2573394,,88,results\final_plans\p2\n4\case_054_multicore_res.json
case_054,2,5,248300,3.2825,2573394,,88,results\final_plans\p2\n5\case_054_multicore_res.json
case_054,3,2,508633,1.6024,464518,0.04890511878458315,8,results\final_plans\p3\n2\case_054_multicore_res.json
case_054,3,3,342219,2.3817,1613448,0.18354772959519328,75,results\final_plans\p3\n3\case_054_multicore_res.json
case_054,3,4,247327,3.2954,2573394,0.25259063403765003,88,results\final_plans\p3\n4\case_054_multicore_res.json
case_054,3,5,247327,3.2954,2573394,0.25259063403765003,88,results\final_plans\p3\n5\case_054_multicore_res.json
case_055,1,2,58624,2.0271,49152,,2,results\final_plans\p1\n2\case_055_multicore_res.json
case_055,1,3,38093,3.1196,32768,,3,results\final_plans\p1\n3\case_055_multicore_res.json
case_055,1,4,31823,3.7342,115712,,4,results\final_plans\p1\n4\case_055_multicore_res.json
case_055,1,5,26800,4.4341,198656,,5,results\final_plans\p1\n5\case_055_multicore_res.json
case_055,2,2,58624,2.0271,49152,,2,results\final_plans\p2\n2\case_055_multicore_res.json
case_055,2,3,37341,3.1824,115712,,24,results\final_plans\p2\n3\case_055_multicore_res.json
case_055,2,4,31582,3.7627,480380,,12,results\final_plans\p2\n4\case_055_multicore_res.json
case_055,2,5,26800,4.4341,198656,,5,results\final_plans\p2\n5\case_055_multicore_res.json
case_055,3,2,58624,2.0271,49152,0.07283461066557605,2,results\final_plans\p3\n2\case_055_multicore_res.json
case_055,3,3,37237,3.1913,115712,0.15607145362042826,24,results\final_plans\p3\n3\case_055_multicore_res.json
case_055,3,4,31146,3.8154,480380,0.33571315806580426,12,results\final_plans\p3\n4\case_055_multicore_res.json
case_055,3,5,26800,4.4341,198656,0.17390713630651133,5,results\final_plans\p3\n5\case_055_multicore_res.json
case_056,1,2,160760,1.7248,1511624,,28,results\final_plans\p1\n2\case_056_multicore_res.json
case_056,1,3,148748,1.8641,1632002,,336,results\final_plans\p1\n3\case_056_multicore_res.json
case_056,1,4,115951,2.3914,1296986,,56,results\final_plans\p1\n4\case_056_multicore_res.json
case_056,1,5,96683,2.868,1377620,,95,results\final_plans\p1\n5\case_056_multicore_res.json
case_056,2,2,147919,1.8746,496950,,28,results\final_plans\p2\n2\case_056_multicore_res.json
case_056,2,3,104492,2.6536,767084,,57,results\final_plans\p2\n3\case_056_multicore_res.json
case_056,2,4,102066,2.7167,1107930,,56,results\final_plans\p2\n4\case_056_multicore_res.json
case_056,2,5,83213,3.3322,1459800,,95,results\final_plans\p2\n5\case_056_multicore_res.json
case_056,3,2,147919,1.8746,496950,0.1707072272815346,28,results\final_plans\p3\n2\case_056_multicore_res.json
case_056,3,3,104067,2.6645,767084,0.3562281025124604,57,results\final_plans\p3\n3\case_056_multicore_res.json
case_056,3,4,101238,2.7389,1107930,0.41864839599626075,56,results\final_plans\p3\n4\case_056_multicore_res.json
case_056,3,5,80656,3.4379,1459800,0.5297342331083895,95,results\final_plans\p3\n5\case_056_multicore_res.json
case_057,1,2,33614,1.7768,0,,2,results\final_plans\p1\n2\case_057_multicore_res.json
case_057,1,3,26147,2.2842,118852,,6,results\final_plans\p1\n3\case_057_multicore_res.json
case_057,1,4,22025,2.7117,180060,,7,results\final_plans\p1\n4\case_057_multicore_res.json
case_057,1,5,18596,3.2118,168018,,9,results\final_plans\p1\n5\case_057_multicore_res.json
case_057,2,2,30053,1.9874,269820,,6,results\final_plans\p2\n2\case_057_multicore_res.json
case_057,2,3,21820,2.7372,397250,,9,results\final_plans\p2\n3\case_057_multicore_res.json
case_057,2,4,19481,3.0659,361304,,12,results\final_plans\p2\n4\case_057_multicore_res.json
case_057,2,5,16388,3.6445,286364,,13,results\final_plans\p2\n5\case_057_multicore_res.json
case_057,3,2,30053,1.9874,269820,0.40580337369277014,6,results\final_plans\p3\n2\case_057_multicore_res.json
case_057,3,3,21820,2.7372,397250,0.5163845128168166,9,results\final_plans\p3\n3\case_057_multicore_res.json
case_057,3,4,18131,3.2941,598712,0.5877330727045664,12,results\final_plans\p3\n4\case_057_multicore_res.json
case_057,3,5,16024,3.7273,606286,0.5687077182441048,15,results\final_plans\p3\n5\case_057_multicore_res.json
case_058,1,2,2266429,2.003,33689600,,3,results\final_plans\p1\n2\case_058_multicore_res.json
case_058,1,3,1519779,2.9871,32636928,,6,results\final_plans\p1\n3\case_058_multicore_res.json
case_058,1,4,1154519,3.9321,42622976,,4,results\final_plans\p1\n4\case_058_multicore_res.json
case_058,1,5,948106,4.7882,31719424,,5,results\final_plans\p1\n5\case_058_multicore_res.json
case_058,2,2,2263428,2.0057,33492992,,3,results\final_plans\p2\n2\case_058_multicore_res.json
case_058,2,3,1510985,3.0045,31211520,,6,results\final_plans\p2\n3\case_058_multicore_res.json
case_058,2,4,1153590,3.9353,31985664,,8,results\final_plans\p2\n4\case_058_multicore_res.json
case_058,2,5,948106,4.7882,31719424,,5,results\final_plans\p2\n5\case_058_multicore_res.json
case_058,3,2,2262108,2.0069,33492992,0.11464187187084908,3,results\final_plans\p3\n2\case_058_multicore_res.json
case_058,3,3,1496185,3.0342,31211520,0.42648819240396124,6,results\final_plans\p3\n3\case_058_multicore_res.json
case_058,3,4,1142629,3.973,42622976,0.2689844464775846,4,results\final_plans\p3\n4\case_058_multicore_res.json
case_058,3,5,947187,4.7928,31719424,0.023501762632197415,5,results\final_plans\p3\n5\case_058_multicore_res.json
case_059,1,2,369318,2.246,360448,,2,results\final_plans\p1\n2\case_059_multicore_res.json
case_059,1,3,266217,3.1158,2998272,,3,results\final_plans\p1\n3\case_059_multicore_res.json
case_059,1,4,185216,4.4784,1081344,,4,results\final_plans\p1\n4\case_059_multicore_res.json
case_059,1,5,150782,5.5011,3063808,,5,results\final_plans\p1\n5\case_059_multicore_res.json
case_059,2,2,369318,2.246,360448,,2,results\final_plans\p2\n2\case_059_multicore_res.json
case_059,2,3,257476,3.2216,3397632,,6,results\final_plans\p2\n3\case_059_multicore_res.json
case_059,2,4,185216,4.4784,1081344,,4,results\final_plans\p2\n4\case_059_multicore_res.json
case_059,2,5,150782,5.5011,3063808,,5,results\final_plans\p2\n5\case_059_multicore_res.json
case_059,3,2,369318,2.246,360448,0.0,2,results\final_plans\p3\n2\case_059_multicore_res.json
case_059,3,3,254656,3.2572,3397632,0.6127574083375188,6,results\final_plans\p3\n3\case_059_multicore_res.json
case_059,3,4,185216,4.4784,1081344,0.0,4,results\final_plans\p3\n4\case_059_multicore_res.json
case_059,3,5,150736,5.5028,3063808,0.7020750988142292,5,results\final_plans\p3\n5\case_059_multicore_res.json
case_060,1,2,452002,1.9663,2724108,,2,results\final_plans\p1\n2\case_060_multicore_res.json
case_060,1,3,298981,2.9727,3164416,,3,results\final_plans\p1\n3\case_060_multicore_res.json
case_060,1,4,232939,3.8155,3217544,,4,results\final_plans\p1\n4\case_060_multicore_res.json
case_060,1,5,179018,4.9648,4039168,,5,results\final_plans\p1\n5\case_060_multicore_res.json
case_060,2,2,452002,1.9663,2724108,,2,results\final_plans\p2\n2\case_060_multicore_res.json
case_060,2,3,298981,2.9727,3164416,,3,results\final_plans\p2\n3\case_060_multicore_res.json
case_060,2,4,229829,3.8672,3510784,,89,results\final_plans\p2\n4\case_060_multicore_res.json
case_060,2,5,179018,4.9648,4039168,,5,results\final_plans\p2\n5\case_060_multicore_res.json
case_060,3,2,451802,1.9672,2724108,0.40386578005030244,2,results\final_plans\p3\n2\case_060_multicore_res.json
case_060,3,3,298831,2.9742,3164416,0.4687205974223772,3,results\final_plans\p3\n3\case_060_multicore_res.json
case_060,3,4,229535,3.8721,3510784,0.4721351875172029,89,results\final_plans\p3\n4\case_060_multicore_res.json
case_060,3,5,179018,4.9648,4039168,0.47019630179462146,5,results\final_plans\p3\n5\case_060_multicore_res.json
case_061,1,2,38873,1.9857,25344,,2,results\final_plans\p1\n2\case_061_multicore_res.json
case_061,1,3,32703,2.3604,117032,,6,results\final_plans\p1\n3\case_061_multicore_res.json
case_061,1,4,28050,2.7519,164032,,9,results\final_plans\p1\n4\case_061_multicore_res.json
case_061,1,5,23868,3.2341,110634,,8,results\final_plans\p1\n5\case_061_multicore_res.json
case_061,2,2,38873,1.9857,25344,,2,results\final_plans\p2\n2\case_061_multicore_res.json
case_061,2,3,29830,2.5877,179618,,9,results\final_plans\p2\n3\case_061_multicore_res.json
case_061,2,4,22111,3.4911,50688,,4,results\final_plans\p2\n4\case_061_multicore_res.json
case_061,2,5,22111,3.4911,50688,,4,results\final_plans\p2\n5\case_061_multicore_res.json
case_061,3,2,38873,1.9857,25344,0.04451157399276406,2,results\final_plans\p3\n2\case_061_multicore_res.json
case_061,3,3,29641,2.6042,179618,0.20765691393514754,9,results\final_plans\p3\n3\case_061_multicore_res.json
case_061,3,4,22111,3.4911,50688,0.08522945097221568,4,results\final_plans\p3\n4\case_061_multicore_res.json
case_061,3,5,21433,3.6015,297490,0.29121578843956714,20,results\final_plans\p3\n5\case_061_multicore_res.json
case_062,1,2,1430045,1.9963,81408,,5,results\final_plans\p1\n2\case_062_multicore_res.json
case_062,1,3,955282,2.9884,86016,,6,results\final_plans\p1\n3\case_062_multicore_res.json
case_062,1,4,718373,3.974,119808,,9,results\final_plans\p1\n4\case_062_multicore_res.json
case_062,1,5,575863,4.9574,153600,,12,results\final_plans\p1\n5\case_062_multicore_res.json
case_062,2,2,1429017,1.9977,53760,,5,results\final_plans\p2\n2\case_062_multicore_res.json
case_062,2,3,954231,2.9917,72192,,8,results\final_plans\p2\n3\case_062_multicore_res.json
case_062,2,4,716795,3.9827,89088,,9,results\final_plans\p2\n4\case_062_multicore_res.json
case_062,2,5,574337,4.9706,86016,,12,results\final_plans\p2\n5\case_062_multicore_res.json
case_062,3,2,1428976,1.9978,53760,0.0003431316481756834,5,results\final_plans\p3\n2\case_062_multicore_res.json
case_062,3,3,954215,2.9918,41472,0.00034328870580157915,6,results\final_plans\p3\n3\case_062_multicore_res.json
case_062,3,4,716754,3.983,89088,0.0006852444038373687,9,results\final_plans\p3\n4\case_062_multicore_res.json
case_062,3,5,574337,4.9706,86016,0.0006853226727584238,12,results\final_plans\p3\n5\case_062_multicore_res.json
case_063,1,2,537888,1.99,76800,,5,results\final_plans\p1\n2\case_063_multicore_res.json
case_063,1,3,360120,2.9723,105984,,7,results\final_plans\p1\n3\case_063_multicore_res.json
case_063,1,4,271192,3.947,104448,,8,results\final_plans\p1\n4\case_063_multicore_res.json
case_063,1,5,219045,4.8867,132096,,11,results\final_plans\p1\n5\case_063_multicore_res.json
case_063,2,2,536862,1.9938,49152,,5,results\final_plans\p2\n2\case_063_multicore_res.json
case_063,2,3,358851,2.9828,98304,,21,results\final_plans\p2\n3\case_063_multicore_res.json
case_063,2,4,270124,3.9626,64512,,8,results\final_plans\p2\n4\case_063_multicore_res.json
case_063,2,5,217172,4.9288,87552,,11,results\final_plans\p2\n5\case_063_multicore_res.json
case_063,3,2,536744,1.9942,49152,0.0018253726802555522,5,results\final_plans\p3\n2\case_063_multicore_res.json
case_063,3,3,358851,2.9828,98304,0.0,21,results\final_plans\p3\n3\case_063_multicore_res.json
case_063,3,4,270081,3.9632,64512,0.0018226002430133657,8,results\final_plans\p3\n4\case_063_multicore_res.json
case_063,3,5,217131,4.9297,87552,0.002726446531354135,11,results\final_plans\p3\n5\case_063_multicore_res.json
case_064,1,2,19116,1.0,0,,1,results\final_plans\p1\n2\case_064_multicore_res.json
case_064,1,3,17695,1.0803,115524,,30,results\final_plans\p1\n3\case_064_multicore_res.json
case_064,1,4,17695,1.0803,115524,,30,results\final_plans\p1\n4\case_064_multicore_res.json
case_064,1,5,17695,1.0803,115524,,30,results\final_plans\p1\n5\case_064_multicore_res.json
case_064,2,2,15578,1.2271,61542,,20,results\final_plans\p2\n2\case_064_multicore_res.json
case_064,2,3,11865,1.6111,99404,,30,results\final_plans\p2\n3\case_064_multicore_res.json
case_064,2,4,11590,1.6494,122098,,39,results\final_plans\p2\n4\case_064_multicore_res.json
case_064,2,5,11590,1.6494,122098,,39,results\final_plans\p2\n5\case_064_multicore_res.json
case_064,3,2,15574,1.2274,61542,0.1758776025929792,20,results\final_plans\p3\n2\case_064_multicore_res.json
case_064,3,3,11843,1.6141,99404,0.34858196317177215,30,results\final_plans\p3\n3\case_064_multicore_res.json
case_064,3,4,11498,1.6626,122098,0.3818509352936895,39,results\final_plans\p3\n4\case_064_multicore_res.json
case_064,3,5,11498,1.6626,122098,0.3818509352936895,39,results\final_plans\p3\n5\case_064_multicore_res.json
case_065,1,2,26219,2.024,13824,,2,results\final_plans\p1\n2\case_065_multicore_res.json
case_065,1,3,17966,2.9538,27648,,3,results\final_plans\p1\n3\case_065_multicore_res.json
case_065,1,4,13745,3.8609,41472,,4,results\final_plans\p1\n4\case_065_multicore_res.json
case_065,1,5,11421,4.6465,55296,,5,results\final_plans\p1\n5\case_065_multicore_res.json
case_065,2,2,26219,2.024,13824,,2,results\final_plans\p2\n2\case_065_multicore_res.json
case_065,2,3,17966,2.9538,27648,,3,results\final_plans\p2\n3\case_065_multicore_res.json
case_065,2,4,13745,3.8609,41472,,4,results\final_plans\p2\n4\case_065_multicore_res.json
case_065,2,5,11421,4.6465,55296,,5,results\final_plans\p2\n5\case_065_multicore_res.json
case_065,3,2,26219,2.024,13824,0.04408950577909321,2,results\final_plans\p3\n2\case_065_multicore_res.json
case_065,3,3,17966,2.9538,27648,0.08445541409056474,3,results\final_plans\p3\n3\case_065_multicore_res.json
case_065,3,4,13745,3.8609,41472,0.09453914511477408,4,results\final_plans\p3\n4\case_065_multicore_res.json
case_065,3,5,11421,4.6465,55296,0.07787818013835997,5,results\final_plans\p3\n5\case_065_multicore_res.json
case_066,1,2,238413,1.5061,1463240,,15,results\final_plans\p1\n2\case_066_multicore_res.json
case_066,1,3,168908,2.1258,1979482,,30,results\final_plans\p1\n3\case_066_multicore_res.json
case_066,1,4,159743,2.2478,2086662,,32,results\final_plans\p1\n4\case_066_multicore_res.json
case_066,1,5,121632,2.9521,2393192,,49,results\final_plans\p1\n5\case_066_multicore_res.json
case_066,2,2,228239,1.5732,948972,,16,results\final_plans\p2\n2\case_066_multicore_res.json
case_066,2,3,161853,2.2185,1503960,,30,results\final_plans\p2\n3\case_066_multicore_res.json
case_066,2,4,143866,2.4959,2060756,,32,results\final_plans\p2\n4\case_066_multicore_res.json
case_066,2,5,109925,3.2665,2476400,,49,results\final_plans\p2\n5\case_066_multicore_res.json
case_066,3,2,228228,1.5733,948972,0.19530719438468516,16,results\final_plans\p3\n2\case_066_multicore_res.json
case_066,3,3,161806,2.2191,1503960,0.2931595377403784,30,results\final_plans\p3\n3\case_066_multicore_res.json
case_066,3,4,141811,2.532,2060756,0.3725043651131006,32,results\final_plans\p3\n4\case_066_multicore_res.json
case_066,3,5,107074,3.3535,2476400,0.3684803367210144,49,results\final_plans\p3\n5\case_066_multicore_res.json
case_067,1,2,33728950,1.8926,264061056,,4,results\final_plans\p1\n2\case_067_multicore_res.json
case_067,1,3,23549673,2.7106,263136384,,6,results\final_plans\p1\n3\case_067_multicore_res.json
case_067,1,4,18286270,3.4909,262750848,,8,results\final_plans\p1\n4\case_067_multicore_res.json
case_067,1,5,15580122,4.0972,261874944,,10,results\final_plans\p1\n5\case_067_multicore_res.json
case_067,2,2,33161675,1.925,263165824,,8,results\final_plans\p2\n2\case_067_multicore_res.json
case_067,2,3,23546565,2.711,263152768,,6,results\final_plans\p2\n3\case_067_multicore_res.json
case_067,2,4,18288706,3.4904,262200960,,8,results\final_plans\p2\n4\case_067_multicore_res.json
case_067,2,5,15553611,4.1042,262411520,,10,results\final_plans\p2\n5\case_067_multicore_res.json
case_067,3,2,33251136,1.9198,263165824,0.04986020593019638,8,results\final_plans\p3\n2\case_067_multicore_res.json
case_067,3,3,23514725,2.7147,262061312,0.18626235918137213,12,results\final_plans\p3\n3\case_067_multicore_res.json
case_067,3,4,18293984,3.4894,262200960,0.01148798614172254,8,results\final_plans\p3\n4\case_067_multicore_res.json
case_067,3,5,15499584,4.1185,262411520,0.03964284006301118,10,results\final_plans\p3\n5\case_067_multicore_res.json
case_068,1,2,265262,1.365,1894238,,38,results\final_plans\p1\n2\case_068_multicore_res.json
case_068,1,3,172181,2.103,2668770,,57,results\final_plans\p1\n3\case_068_multicore_res.json
case_068,1,4,171012,2.1174,3075204,,65,results\final_plans\p1\n4\case_068_multicore_res.json
case_068,1,5,151139,2.3958,3449990,,89,results\final_plans\p1\n5\case_068_multicore_res.json
case_068,2,2,223993,1.6165,1704126,,38,results\final_plans\p2\n2\case_068_multicore_res.json
case_068,2,3,162377,2.23,1963948,,57,results\final_plans\p2\n3\case_068_multicore_res.json
case_068,2,4,130525,2.7741,3208234,,76,results\final_plans\p2\n4\case_068_multicore_res.json
case_068,2,5,124172,2.9161,3538800,,89,results\final_plans\p2\n5\case_068_multicore_res.json
case_068,3,2,223454,1.6204,1704126,0.1955011492092579,38,results\final_plans\p3\n2\case_068_multicore_res.json
case_068,3,3,160860,2.251,1963948,0.16182336987895882,57,results\final_plans\p3\n3\case_068_multicore_res.json
case_068,3,4,125949,2.8749,3208234,0.23205672628467122,76,results\final_plans\p3\n4\case_068_multicore_res.json
case_068,3,5,113021,3.2038,3538800,0.23580479442706542,89,results\final_plans\p3\n5\case_068_multicore_res.json
case_069,1,2,25144,1.0,0,,1,results\final_plans\p1\n2\case_069_multicore_res.json
case_069,1,3,22838,1.101,285968,,7,results\final_plans\p1\n3\case_069_multicore_res.json
case_069,1,4,18723,1.3429,173960,,5,results\final_plans\p1\n4\case_069_multicore_res.json
case_069,1,5,18723,1.3429,173960,,5,results\final_plans\p1\n5\case_069_multicore_res.json
case_069,2,2,17299,1.4535,371046,,18,results\final_plans\p2\n2\case_069_multicore_res.json
case_069,2,3,12783,1.967,211592,,6,results\final_plans\p2\n3\case_069_multicore_res.json
case_069,2,4,12198,2.0613,281678,,15,results\final_plans\p2\n4\case_069_multicore_res.json
case_069,2,5,11323,2.2206,351476,,19,results\final_plans\p2\n5\case_069_multicore_res.json
case_069,3,2,17295,1.4538,371046,0.134662836518985,18,results\final_plans\p3\n2\case_069_multicore_res.json
case_069,3,3,12696,1.9805,211592,0.29446280097543925,6,results\final_plans\p3\n3\case_069_multicore_res.json
case_069,3,4,12071,2.083,281678,0.2857896395347244,15,results\final_plans\p3\n4\case_069_multicore_res.json
case_069,3,5,9903,2.539,351476,0.4856560115751367,19,results\final_plans\p3\n5\case_069_multicore_res.json
case_070,1,2,58469,2.0062,88064,,2,results\final_plans\p1\n2\case_070_multicore_res.json
case_070,1,3,41458,2.8294,176128,,3,results\final_plans\p1\n3\case_070_multicore_res.json
case_070,1,4,32371,3.6236,264192,,4,results\final_plans\p1\n4\case_070_multicore_res.json
case_070,1,5,30646,3.8276,352256,,5,results\final_plans\p1\n5\case_070_multicore_res.json
case_070,2,2,58273,2.0129,88064,,31,results\final_plans\p2\n2\case_070_multicore_res.json
case_070,2,3,41458,2.8294,176128,,3,results\final_plans\p2\n3\case_070_multicore_res.json
case_070,2,4,32284,3.6334,264192,,31,results\final_plans\p2\n4\case_070_multicore_res.json
case_070,2,5,27977,4.1927,703012,,12,results\final_plans\p2\n5\case_070_multicore_res.json
case_070,3,2,58182,2.0161,88064,0.173380952193447,31,results\final_plans\p3\n2\case_070_multicore_res.json
case_070,3,3,41458,2.8294,176128,0.21305198444258758,3,results\final_plans\p3\n3\case_070_multicore_res.json
case_070,3,4,32284,3.6334,264192,0.10478766172063446,31,results\final_plans\p3\n4\case_070_multicore_res.json
