case,problem,num_cores,match,cli_makespan,expected_makespan,cli_added_copy_bytes,expected_added_copy_bytes,cli_hit_rate,expected_hit_rate,cli_seconds,error
case_015,2,5,True,42014,42014,317952,317952,,,0.3,
case_016,2,5,True,6104382,6104382,35524768,35524768,,,5.1,
case_017,2,5,True,29386,29386,327168,327168,,,0.4,
case_018,2,5,True,204554,204554,3661824,3661824,,,0.6,
case_019,2,5,True,17971,17971,503844,503844,,,0.3,
case_020,2,5,True,107574,107574,0,0,,,0.8,
case_021,2,5,True,1250168,1250168,11431936,11431936,,,1.0,
case_022,2,5,True,12461,12461,157360,157360,,,0.4,
case_023,2,5,True,21898,21898,544408,544408,,,0.3,
case_024,2,5,True,1579198,1579198,30282428,30282428,,,1.6,
case_025,2,5,True,975282,975282,110592,110592,,,4.7,
case_026,2,5,True,38424,38424,923392,923392,,,0.3,
case_027,2,5,True,487450,487450,12023808,12023808,,,0.5,
case_028,2,5,True,8055128,8055128,12550656,12550656,,,6.2,
case_029,2,5,True,9164,9164,67656,67656,,,0.3,
case_030,2,5,True,561417,561417,11588608,11588608,,,1.7,
case_031,2,5,True,293958,293958,4816896,4816896,,,0.9,
case_032,2,5,True,10350,10350,0,0,,,0.3,
case_033,2,5,True,357201,357201,8111232,8111232,,,0.8,
case_034,2,5,True,165143,165143,3508224,3508224,,,0.9,
case_035,2,5,True,64436,64436,1160968,1160968,,,0.9,
case_036,2,5,True,187182,187182,4608,4608,,,0.7,
case_037,2,5,True,43013,43013,1310720,1310720,,,0.3,
case_038,2,5,True,275584,275584,9409536,9409536,,,1.4,
case_039,2,5,True,311816,311816,11489280,11489280,,,1.2,
case_040,2,5,True,102570,102570,1931186,1931186,,,0.9,
case_041,2,5,True,1193573,1193573,40452096,40452096,,,4.4,
case_042,2,5,True,343502,343502,9689088,9689088,,,1.1,
case_043,2,5,True,180949,180949,5217408,5217408,,,1.7,
case_044,2,5,True,43959,43959,930400,930400,,,0.4,
case_045,2,5,True,26088,26088,0,0,,,0.3,
case_046,2,5,True,92005,92005,2213920,2213920,,,0.3,
case_047,2,5,True,102458,102458,2584600,2584600,,,2.7,
case_048,2,5,True,143466,143466,1756370,1756370,,,0.6,
case_049,2,5,True,59412,59412,872740,872740,,,0.9,
case_050,2,5,True,43625,43625,571290,571290,,,0.8,
case_051,2,5,True,345402,345402,2228604,2228604,,,0.4,
case_052,2,5,True,30397,30397,294912,294912,,,0.3,
case_053,2,5,True,392998,392998,14846008,14846008,,,3.7,
case_054,2,5,True,245854,245854,2545234,2545234,,,3.9,
case_055,2,5,True,26653,26653,427118,427118,,,0.4,
case_056,2,5,True,76464,76464,1454488,1454488,,,1.4,
case_057,2,5,True,15599,15599,250392,250392,,,0.3,
case_058,2,5,True,948106,948106,31719424,31719424,,,4.2,
case_059,2,5,True,150736,150736,4325376,4325376,,,0.8,
case_060,2,5,True,179018,179018,4039168,4039168,,,1.0,
case_061,2,5,True,19552,19552,328440,328440,,,0.3,
case_062,2,5,True,574337,574337,86016,86016,,,3.9,
case_063,2,5,True,213041,213041,367104,367104,,,1.2,
case_064,2,5,True,11254,11254,122098,122098,,,0.3,
case_065,2,5,True,10622,10622,55296,55296,,,0.2,
case_066,2,5,True,109925,109925,2476400,2476400,,,1.1,
case_067,2,5,True,12531847,12531847,17327616,17327616,,,1.3,
case_068,2,5,True,124172,124172,3538800,3538800,,,1.1,
case_069,2,5,True,11323,11323,351476,351476,,,0.3,
case_070,2,5,True,26399,26399,690024,690024,,,0.4,
case_071,2,5,True,9045,9045,267856,267856,,,0.3,
case_072,2,5,True,4804197,4804197,130011184,130011184,,,10.3,
case_073,2,5,True,1816764,1816764,14886400,14886400,,,1.0,
case_074,2,5,True,336523,336523,8302592,8302592,,,0.8,
case_075,2,5,True,365235,365235,6600472,6600472,,,1.5,
case_076,2,5,True,1235977,1235977,34179072,34179072,,,14.0,
case_077,2,5,True,118802,118802,1592816,1592816,,,0.9,
case_078,2,5,True,486337,486337,11371008,11371008,,,0.4,
case_079,2,5,True,6075976,6075976,47677440,47677440,,,7.3,
case_080,2,5,True,76491,76491,2031616,2031616,,,0.3,
case_081,2,5,True,30943,30943,0,0,,,0.7,
case_082,2,5,True,198621,198621,2932248,2932248,,,1.0,
case_083,2,5,True,184990,184990,3721600,3721600,,,0.7,
case_084,2,5,True,503472,503472,0,0,,,1.8,
case_085,2,5,True,816364,816364,8300178,8300178,,,7.8,
case_086,2,5,True,40468,40468,1363698,1363698,,,0.9,
case_087,2,5,True,894365,894365,6981120,6981120,,,7.6,
case_088,2,5,True,84089,84089,2451224,2451224,,,0.9,
case_089,2,5,True,119458,119458,954880,954880,,,0.8,
case_090,2,5,True,278236,278236,7285632,7285632,,,0.5,
case_091,2,5,True,1898042,1898042,73166848,73166848,,,15.9,
case_092,2,5,True,780940,780940,3950976,3950976,,,3.0,
case_093,2,5,True,15876,15876,32768,32768,,,0.2,
case_094,2,5,True,18550,18550,425088,425088,,,0.3,
case_095,2,5,True,420852,420852,0,0,,,0.9,
case_096,2,5,True,25104,25104,597692,597692,,,0.4,
case_097,2,5,True,2102348,2102348,21311488,21311488,,,1.6,
case_098,2,5,True,60773,60773,1254586,1254586,,,0.4,
case_099,2,5,True,336006,336006,7528448,7528448,,,1.1,
case_100,2,5,True,49328,49328,1560842,1560842,,,0.4,
case_001,3,1,True,233110,233110,0,0,0.0,0.0,0.2,
case_002,3,1,True,261945,261945,0,0,0.0,0.0,0.5,
case_003,3,1,True,602212,602212,0,0,0.0,0.0,4.4,
case_004,3,1,True,392357,392357,0,0,0.0,0.0,0.3,
case_005,3,1,True,95618,95618,0,0,0.0,0.0,0.8,
case_006,3,1,True,82837,82837,16400,16400,0.029275126148920052,0.029275126148920052,0.2,
case_007,3,1,True,1012562,1012562,0,0,0.0,0.0,1.2,
case_008,3,1,True,487605,487605,0,0,0.0,0.0,0.4,
case_009,3,1,True,153261,153261,0,0,0.0,0.0,1.3,
case_010,3,1,True,86969,86969,0,0,0.0,0.0,0.2,
case_011,3,1,True,184697,184697,0,0,0.0,0.0,0.2,
case_012,3,1,True,59088,59088,0,0,0.0,0.0,0.3,
case_013,3,1,True,263949,263949,0,0,0.0,0.0,0.7,
case_014,3,1,True,17689602,17689602,71010720,71010720,0.12291025483195864,0.12291025483195864,19.7,
case_015,3,1,True,177362,177362,180256,180256,0.1692685978123867,0.1692685978123867,0.3,
case_016,3,1,True,7715523,7715523,0,0,0.0,0.0,10.7,
case_017,3,1,True,162810,162810,22528,22528,0.040398388942088706,0.040398388942088706,0.4,
case_018,3,1,True,1003110,1003110,1970176,1970176,0.34375031576536474,0.34375031576536474,0.6,
case_019,3,1,True,81144,81144,0,0,0.0,0.0,0.2,
case_020,3,1,True,532746,532746,0,0,0.0,0.0,1.0,
case_021,3,1,True,6558837,6558837,4501504,4501504,0.5005973715651135,0.5005973715651135,1.3,
case_022,3,1,True,56780,56780,0,0,0.0,0.0,0.3,
case_023,3,1,True,122614,122614,0,0,0.0,0.0,0.3,
case_024,3,1,True,2555343,2555343,0,0,0.0,0.0,1.5,
case_025,3,1,True,4863026,4863026,0,0,0.0,0.0,12.4,
case_026,3,1,True,99203,99203,0,0,0.0,0.0,0.2,
case_027,3,1,True,2359515,2359515,1400832,1400832,0.2689393939393939,0.2689393939393939,0.5,
case_028,3,1,True,43836040,43836040,277412256,277412256,0.0,0.0,16.9,
case_029,3,1,True,37555,37555,0,0,0.0,0.0,0.3,
case_030,3,1,True,2807891,2807891,5519360,5519360,0.259867995341012,0.259867995341012,2.0,
case_031,3,1,True,1414159,1414159,3491328,3491328,0.26059362793218216,0.26059362793218216,0.9,
case_032,3,1,True,41443,41443,0,0,0.0,0.0,0.3,
case_033,3,1,True,1774080,1774080,4592640,4592640,0.09627692445862406,0.09627692445862406,0.8,
case_034,3,1,True,842733,842733,1079832,1079832,0.309046599146855,0.309046599146855,0.9,
case_035,3,1,True,169571,169571,0,0,0.0,0.0,0.8,
case_036,3,1,True,931510,931510,0,0,0.0,0.0,0.8,
case_037,3,1,True,210001,210001,0,0,0.0,0.0,0.3,
case_038,3,1,True,1363312,1363312,5627904,5627904,0.1736168151396097,0.1736168151396097,1.2,
case_039,3,1,True,1435262,1435262,7929856,7929856,0.0,0.0,1.7,
case_040,3,1,True,253454,253454,0,0,0.0,0.0,0.6,
case_041,3,1,True,6001575,6001575,30898176,30898176,0.10163681549404405,0.10163681549404405,6.8,
case_042,3,1,True,1675633,1675633,6629376,6629376,0.3186917583766532,0.3186917583766532,1.1,
case_043,3,1,True,677656,677656,49160,49160,0.03320740032104811,0.03320740032104811,1.3,
case_044,3,1,True,107814,107814,4438112,4438112,0.8199885718367201,0.8199885718367201,0.4,
case_045,3,1,True,125614,125614,0,0,0.0,0.0,0.3,
case_046,3,1,True,244994,244994,3176288,3176288,0.7530304668077024,0.7530304668077024,0.3,
case_047,3,1,True,326508,326508,0,0,0.0,0.0,4.6,
case_048,3,1,True,222220,222220,0,0,0.0,0.0,0.4,
case_049,3,1,True,196276,196276,0,0,0.0,0.0,1.0,
case_050,3,1,True,149690,149690,0,0,0.0,0.0,0.9,
case_051,3,1,True,607628,607628,0,0,0.0,0.0,0.3,
case_052,3,1,True,180301,180301,0,0,0.0,0.0,0.3,
case_053,3,1,True,1428109,1428109,5405536,5405536,0.6248708378144704,0.6248708378144704,1.5,
case_054,3,1,True,815051,815051,0,0,0.0,0.0,6.1,
case_055,3,1,True,118835,118835,69632,69632,0.10014324257468461,0.10014324257468461,0.3,
case_056,3,1,True,277285,277285,0,0,0.0,0.0,1.7,
case_057,3,1,True,59726,59726,94216,94216,0.21868152274837513,0.21868152274837513,0.3,
case_058,3,1,True,4539717,4539717,28696576,28696576,0.0,0.0,11.0,
case_059,3,1,True,815938,815938,1691648,1691648,0.6100443131462334,0.6100443131462334,0.8,
case_060,3,1,True,887801,887801,2068520,2068520,0.4231432279268349,0.4231432279268349,1.1,
case_061,3,1,True,77191,77191,0,0,0.0,0.0,0.3,
case_062,3,1,True,2854809,2854809,0,0,0.0,0.0,7.8,
case_063,3,1,True,1070397,1070397,0,0,0.0,0.0,1.7,
case_064,3,1,True,19116,19116,0,0,0.0,0.0,0.3,
case_065,3,1,True,53068,53068,0,0,0.0,0.0,0.3,
case_066,3,1,True,359070,359070,0,0,0.0,0.0,1.2,
case_067,3,1,True,63834834,63834834,264449408,264449408,0.0,0.0,3.1,
case_068,3,1,True,362095,362095,0,0,0.0,0.0,1.0,
case_069,3,1,True,25144,25144,0,0,0.0,0.0,0.3,
case_070,3,1,True,117300,117300,0,0,0.0,0.0,0.3,
case_071,3,1,True,18919,18919,0,0,0.0,0.0,0.2,
case_072,3,1,True,23890756,23890756,108613680,108613680,0.026210198484652728,0.026210198484652728,15.1,
case_073,3,1,True,10081626,10081626,141570432,141570432,0.0,0.0,1.4,
case_074,3,1,True,1678120,1678120,6070280,6070280,0.16680485013829857,0.16680485013829857,0.8,
case_075,3,1,True,1441809,1441809,0,0,0.0,0.0,1.7,
case_076,3,1,True,6183098,6183098,28280832,28280832,0.13357661937269952,0.13357661937269952,12.9,
case_077,3,1,True,495320,495320,0,0,0.0,0.0,0.9,
case_078,3,1,True,2296143,2296143,12644568,12644568,0.0,0.0,0.3,
case_079,3,1,True,31052251,31052251,32448512,32448512,0.0,0.0,15.5,
case_080,3,1,True,291826,291826,548864,548864,0.1686143572621035,0.1686143572621035,0.4,
case_081,3,1,True,151795,151795,0,0,0.0,0.0,0.9,
case_082,3,1,True,721041,721041,0,0,0.0,0.0,0.9,
case_083,3,1,True,946145,946145,13934688,13934688,0.7958684091545202,0.7958684091545202,1.0,
case_084,3,1,True,2507412,2507412,0,0,0.0,0.0,3.2,
case_085,3,1,True,3187899,3187899,0,0,0.0,0.0,11.2,
case_086,3,1,True,118403,118403,0,0,0.0,0.0,0.9,
case_087,3,1,True,3969779,3969779,7902720,7902720,0.18336776784760794,0.18336776784760794,16.5,
case_088,3,1,True,243623,243623,0,0,0.0,0.0,0.6,
case_089,3,1,True,693092,693092,0,0,0.0,0.0,1.2,
case_090,3,1,True,1178363,1178363,21233592,21233592,0.0,0.0,0.5,
case_091,3,1,True,9168820,9168820,53947008,53947008,0.10538579237748164,0.10538579237748164,23.9,
case_092,3,1,True,4333631,4333631,66000096,66000096,0.7935495964003455,0.7935495964003455,11.4,
case_093,3,1,True,74205,74205,0,0,0.0,0.0,0.2,
case_094,3,1,True,94892,94892,0,0,0.0,0.0,0.2,
case_095,3,1,True,2084853,2084853,0,0,0.0,0.0,1.3,
case_096,3,1,True,84194,84194,0,0,0.0,0.0,0.3,
case_097,3,1,True,11491509,11491509,10584064,10584064,0.0,0.0,2.1,
case_098,3,1,True,177430,177430,0,0,0.0,0.0,0.3,
case_099,3,1,True,1618902,1618902,5484544,5484544,0.25235465023466686,0.25235465023466686,1.0,
case_100,3,1,True,151223,151223,0,0,0.0,0.0,0.3,
case_001,3,2,True,116868,116868,1152,1152,0.0,0.0,0.2,
case_002,3,2,True,121768,121768,90624,90624,0.010843373493975903,0.010843373493975903,0.4,
case_003,3,2,True,285418,285418,1550994,1550994,0.16091581920273273,0.16091581920273273,3.4,
case_004,3,2,True,195960,195960,1382400,1382400,0.16706443914081145,0.16706443914081145,0.3,
case_005,3,2,True,52945,52945,477222,477222,0.1775340378567382,0.1775340378567382,0.9,
case_006,3,2,True,39976,39976,501324,501324,0.35050985215534075,0.35050985215534075,0.3,
case_007,3,2,True,507494,507494,27648,27648,0.0,0.0,1.0,
case_008,3,2,True,155082,155082,0,0,0.0,0.0,0.3,
case_009,3,2,True,91263,91263,299150,299150,0.2235859712923933,0.2235859712923933,1.1,
case_010,3,2,True,41582,41582,496332,496332,0.2430345977490621,0.2430345977490621,0.3,
case_011,3,2,True,92646,92646,180224,180224,0.0,0.0,0.3,
case_012,3,2,True,21950,21950,0,0,0.0,0.0,0.3,
case_013,3,2,True,132198,132198,8192,8192,0.0,0.0,0.5,
case_014,3,2,True,8896369,8896369,76033440,76033440,0.18956938266777457,0.18956938266777457,17.3,
case_015,3,2,True,83405,83405,191760,191760,0.011127488954614913,0.011127488954614913,0.3,
case_016,3,2,True,7715523,7715523,0,0,0.0,0.0,10.9,
case_017,3,2,True,71293,71293,81792,81792,0.052908852182652254,0.052908852182652254,0.4,
case_018,3,2,True,502856,502856,3347456,3347456,0.569827200199512,0.569827200199512,0.7,
case_019,3,2,True,34656,34656,510500,510500,0.12490775624344584,0.12490775624344584,0.3,
case_020,3,2,True,266580,266580,0,0,0.0,0.0,0.8,
case_021,3,2,True,3193634,3193634,3174400,3174400,0.21777777777777776,0.21777777777777776,0.9,
case_022,3,2,True,27481,27481,0,0,0.0,0.0,0.4,
case_023,3,2,True,41726,41726,73728,73728,0.09678448360736439,0.09678448360736439,0.3,
case_024,3,2,True,2555343,2555343,0,0,0.0,0.0,1.4,
case_025,3,2,True,2431840,2431840,27648,27648,0.0,0.0,7.8,
case_026,3,2,True,48612,48612,218548,218548,0.26883226635486973,0.26883226635486973,0.2,
case_027,3,2,True,1115722,1115722,1105920,1105920,0.0,0.0,0.4,
case_028,3,2,True,20009296,20009296,20677824,20677824,0.1390010310174776,0.1390010310174776,7.2,
case_029,3,2,True,19737,19737,16400,16400,0.04509754987595238,0.04509754987595238,0.3,
case_030,3,2,True,1399744,1399744,7834624,7834624,0.44352728004831893,0.44352728004831893,1.6,
case_031,3,2,True,710284,710284,4032000,4032000,0.3394764525915179,0.3394764525915179,0.9,
case_032,3,2,True,20940,20940,168116,168116,0.3337299199739429,0.3337299199739429,0.3,
case_033,3,2,True,893649,893649,6224928,6224928,0.31153880586796895,0.31153880586796895,0.9,
case_034,3,2,True,412214,412214,1238528,1238528,0.3502571541606224,0.3502571541606224,0.8,
case_035,3,2,True,95406,95406,0,0,0.0,0.0,0.7,
case_036,3,2,True,466068,466068,1152,1152,0.0,0.0,0.8,
case_037,3,2,True,105374,105374,204800,204800,0.0,0.0,0.3,
case_038,3,2,True,678831,678831,5607936,5607936,0.1910301790836521,0.1910301790836521,1.2,
case_039,3,2,True,705615,705615,11067392,11067392,0.3701716738197425,0.3701716738197425,1.6,
case_040,3,2,True,128421,128421,0,0,0.0,0.0,0.7,
case_041,3,2,True,2981380,2981380,33595392,33595392,0.1996493185622061,0.1996493185622061,5.2,
case_042,3,2,True,840543,840543,7265568,7265568,0.356046256604526,0.356046256604526,1.1,
case_043,3,2,True,327792,327792,1884268,1884268,0.31840486294040754,0.31840486294040754,1.8,
case_044,3,2,True,43910,43910,930400,930400,0.0015122166717640262,0.0015122166717640262,0.4,
case_045,3,2,True,63059,63059,0,0,0.0,0.0,0.3,
case_046,3,2,True,105718,105718,930400,930400,0.0,0.0,0.3,
case_047,3,2,True,156919,156919,794950,794950,0.1641264296820089,0.1641264296820089,3.6,
case_048,3,2,True,159138,159138,233030,233030,0.0011043894737641086,0.0011043894737641086,0.5,
case_049,3,2,True,100433,100433,319282,319282,0.08483134348503626,0.08483134348503626,1.0,
case_050,3,2,True,80346,80346,272582,272582,0.2573583693203334,0.2573583693203334,0.9,
case_051,3,2,True,607628,607628,0,0,0.0,0.0,0.3,
case_052,3,2,True,71775,71775,73728,73728,0.052140144743214316,0.052140144743214316,0.3,
case_053,3,2,True,703878,703878,2184118,2184118,0.2755373047727857,0.2755373047727857,2.6,
case_054,3,2,True,411477,411477,933062,933062,0.07413932333967606,0.07413932333967606,4.6,
case_055,3,2,True,48250,48250,98816,98816,0.08217854971677263,0.08217854971677263,0.4,
case_056,3,2,True,130574,130574,496950,496950,0.17858167021894983,0.17858167021894983,1.6,
case_057,3,2,True,30053,30053,269820,269820,0.40580337369277014,0.40580337369277014,0.3,
case_058,3,2,True,2262108,2262108,33492992,33492992,0.11464187187084908,0.11464187187084908,2.9,
case_059,3,2,True,369318,369318,360448,360448,0.0,0.0,0.6,
case_060,3,2,True,451802,451802,2724108,2724108,0.40386578005030244,0.40386578005030244,1.2,
case_061,3,2,True,38873,38873,25344,25344,0.04451157399276406,0.04451157399276406,0.3,
case_062,3,2,True,1428976,1428976,53760,53760,0.0003431316481756834,0.0003431316481756834,4.5,
case_063,3,2,True,533800,533800,9019392,9019392,0.047346315387552504,0.047346315387552504,1.7,
case_064,3,2,True,13674,13674,61542,61542,0.1618139867054881,0.1618139867054881,0.3,
case_065,3,2,True,21905,21905,13824,13824,0.014696501926364403,0.014696501926364403,0.3,
case_066,3,2,True,197561,197561,952044,952044,0.16920049445162758,0.16920049445162758,1.3,
case_067,3,2,True,30303605,30303605,8325504,8325504,0.3378939710403417,0.3378939710403417,1.6,
case_068,3,2,True,197002,197002,1553566,1553566,0.2425840141918397,0.2425840141918397,1.1,
case_069,3,2,True,13112,13112,371046,371046,0.16265237726954665,0.16265237726954665,0.3,
case_070,3,2,True,47580,47580,88064,88064,0.07661018817849985,0.07661018817849985,0.3,
case_071,3,2,True,11236,11236,326886,326886,0.17735231864537232,0.17735231864537232,0.3,
case_072,3,2,True,11841570,11841570,113201200,113201200,0.13418897418275474,0.13418897418275474,12.1,
case_073,3,2,True,4197779,4197779,3721600,3721600,0.4893430755244284,0.4893430755244284,1.1,
case_074,3,2,True,824879,824879,6590472,6590472,0.2927688655275912,0.2927688655275912,0.8,
case_075,3,2,True,670175,670175,2310790,2310790,0.1437860774217394,0.1437860774217394,1.7,
case_076,3,2,True,3065275,3065275,31201280,31201280,0.27570079967666505,0.27570079967666505,13.8,
case_077,3,2,True,250735,250735,57344,57344,0.026082004763022353,0.026082004763022353,0.7,
case_078,3,2,True,1022234,1022234,2148480,2148480,0.0,0.0,0.3,
case_079,3,2,True,15159240,15159240,32612352,32612352,0.0,0.0,10.8,
case_080,3,2,True,145674,145674,2191360,2191360,0.436,0.436,0.4,
case_081,3,2,True,76860,76860,0,0,0.0,0.0,0.7,
case_082,3,2,True,331832,331832,832902,832902,0.20239118586284974,0.20239118586284974,1.0,
case_083,3,2,True,419453,419453,930400,930400,0.43982083951215084,0.43982083951215084,0.8,
case_084,3,2,True,1255052,1255052,0,0,0.0,0.0,2.4,
case_085,3,2,True,1503897,1503897,3911858,3911858,0.15870389288896775,0.15870389288896775,10.4,
case_086,3,2,True,62938,62938,518694,518694,0.19466161625585432,0.19466161625585432,0.9,
case_087,3,2,True,1991129,1991129,8248320,8248320,0.18995350040135514,0.18995350040135514,11.2,
case_088,3,2,True,130606,130606,1049798,1049798,0.24749783423486718,0.24749783423486718,0.9,
case_089,3,2,True,295144,295144,238720,238720,0.0,0.0,0.8,
case_090,3,2,True,430364,430364,2917248,2917248,0.1826199674664498,0.1826199674664498,0.5,
case_091,3,2,True,4563996,4563996,52114560,52114560,0.33864863980096244,0.33864863980096244,14.4,
case_092,3,2,True,1926278,1926278,5437728,5437728,0.00021824001551928998,0.00021824001551928998,3.8,
case_093,3,2,True,37827,37827,8192,8192,0.0,0.0,0.2,
case_094,3,2,True,43154,43154,114464,114464,0.15100671140939598,0.15100671140939598,0.2,
case_095,3,2,True,1042890,1042890,0,0,0.0,0.0,1.1,
case_096,3,2,True,40994,40994,124748,124748,0.317323478665799,0.317323478665799,0.3,
case_097,3,2,True,5477830,5477830,14655488,14655488,0.04955947136563876,0.04955947136563876,1.7,
case_098,3,2,True,87088,87088,960674,960674,0.17741681000878615,0.17741681000878615,0.4,
case_099,3,2,True,805721,805721,7315456,7315456,0.45372079120422115,0.45372079120422115,1.0,
case_100,3,2,True,85674,85674,306188,306188,0.40758821653124006,0.40758821653124006,0.3,
case_001,3,3,True,78545,78545,2304,2304,0.0,0.0,0.3,
case_002,3,3,True,82329,82329,138240,138240,0.01411764705882353,0.01411764705882353,0.4,
case_003,3,3,True,251261,251261,2358296,2358296,0.2427908593323933,0.2427908593323933,2.9,
case_004,3,3,True,130725,130725,221184,221184,0.0,0.0,0.3,
case_005,3,3,True,38024,38024,804684,804684,0.27705777490278083,0.27705777490278083,1.0,
case_006,3,3,True,26930,26930,618368,618368,0.43427222717128766,0.43427222717128766,0.3,
case_007,3,3,True,338094,338094,55296,55296,0.0,0.0,0.8,
case_008,3,3,True,110895,110895,0,0,0.0,0.0,0.3,
case_009,3,3,True,65976,65976,574108,574108,0.2948260919868933,0.2948260919868933,1.1,
case_010,3,3,True,27337,27337,548196,548196,0.19961099020674647,0.19961099020674647,0.3,
case_011,3,3,True,65543,65543,1200128,1200128,0.3946629213483146,0.3946629213483146,0.3,
case_012,3,3,True,18324,18324,163322,163322,0.2190333182230281,0.2190333182230281,0.3,
case_013,3,3,True,88351,88351,16384,16384,0.0,0.0,0.5,
case_014,3,3,True,5881266,5881266,80019536,80019536,0.3385154295855885,0.3385154295855885,15.6,
case_015,3,3,True,58467,58467,1464888,1464888,0.4923751474072455,0.4923751474072455,0.3,
case_016,3,3,True,7715523,7715523,0,0,0.0,0.0,11.0,
case_017,3,3,True,44420,44420,163584,163584,0.0934303894936611,0.0934303894936611,0.4,
case_018,3,3,True,337587,337587,3903872,3903872,0.5910180865239277,0.5910180865239277,0.7,
case_019,3,3,True,27321,27321,685380,685380,0.2279175602686486,0.2279175602686486,0.3,
case_020,3,3,True,177950,177950,0,0,0.0,0.0,0.8,
case_021,3,3,True,2103364,2103364,7186432,7186432,0.4887063655030801,0.4887063655030801,1.0,
case_022,3,3,True,19192,19192,112516,112516,0.3448326635786374,0.3448326635786374,0.4,
case_023,3,3,True,28284,28284,147456,147456,0.0845148888025338,0.0845148888025338,0.3,
case_024,3,3,True,2159126,2159126,22415452,22415452,0.027869619683560647,0.027869619683560647,1.3,
case_025,3,3,True,1622164,1622164,55296,55296,0.0,0.0,6.2,
case_026,3,3,True,38423,38423,923392,923392,0.3380939643311077,0.3380939643311077,0.3,
case_027,3,3,True,763896,763896,6107136,6107136,0.31640625,0.31640625,0.5,
case_028,3,3,True,13270473,13270473,11546880,11546880,0.35945583368143696,0.35945583368143696,5.5,
case_029,3,3,True,12743,12743,0,0,0.0,0.0,0.3,
case_030,3,3,True,931340,931340,9363456,9363456,0.5442905670237784,0.5442905670237784,1.8,
case_031,3,3,True,478086,478086,4969984,4969984,0.30506858746888404,0.30506858746888404,1.0,
case_032,3,3,True,12612,12612,205008,205008,0.4190408514013749,0.4190408514013749,0.3,
case_033,3,3,True,588351,588351,7086144,7086144,0.3500813960015718,0.3500813960015718,0.9,
case_034,3,3,True,272476,272476,2328576,2328576,0.503272171784679,0.503272171784679,0.8,
case_035,3,3,True,78754,78754,765572,765572,0.42679534825410786,0.42679534825410786,0.8,
case_036,3,3,True,311345,311345,2304,2304,0.0,0.0,0.7,
case_037,3,3,True,72874,72874,1003520,1003520,0.5256410256410257,0.5256410256410257,0.3,
case_038,3,3,True,456400,456400,7012352,7012352,0.28900427803466344,0.28900427803466344,1.3,
case_039,3,3,True,481303,481303,10113024,10113024,0.2009251228678809,0.2009251228678809,1.3,
case_040,3,3,True,110105,110105,0,0,0.0,0.0,0.6,
case_041,3,3,True,1990580,1990580,35017728,35017728,0.2665641813989239,0.2665641813989239,4.8,
case_042,3,3,True,569525,569525,7746560,7746560,0.33910267952138545,0.33910267952138545,1.1,
case_043,3,3,True,229480,229480,3085000,3085000,0.45673339228769727,0.45673339228769727,1.7,
case_044,3,3,True,43910,43910,930400,930400,0.0015122166717640262,0.0015122166717640262,0.4,
case_045,3,3,True,42601,42601,0,0,0.0,0.0,0.3,
case_046,3,3,True,102704,102704,2064576,2064576,0.3825620286648099,0.3825620286648099,0.4,
case_047,3,3,True,122464,122464,1239692,1239692,0.2798281284666885,0.2798281284666885,2.9,
case_048,3,3,True,149071,149071,576140,576140,0.07546965142601045,0.07546965142601045,0.5,
case_049,3,3,True,81123,81123,497688,497688,0.2670498642972384,0.2670498642972384,0.9,
case_050,3,3,True,55445,55445,481660,481660,0.3455817860628297,0.3455817860628297,0.8,
case_051,3,3,True,483306,483306,10748968,10748968,0.10638125889072339,0.10638125889072339,0.4,
case_052,3,3,True,48446,48446,147456,147456,0.08181305483028721,0.08181305483028721,0.3,
case_053,3,3,True,553159,553159,2848940,2848940,0.4222158930120042,0.4222158930120042,2.3,
case_054,3,3,True,342219,342219,1613448,1613448,0.18354772959519328,0.18354772959519328,3.0,
case_055,3,3,True,33559,33559,99328,99328,0.13700035861079696,0.13700035861079696,0.3,
case_056,3,3,True,90592,90592,767084,767084,0.35243978097267553,0.35243978097267553,1.5,
case_057,3,3,True,21007,21007,526964,526964,0.5761727219593129,0.5761727219593129,0.3,
case_058,3,3,True,1496185,1496185,31211520,31211520,0.42648819240396124,0.42648819240396124,3.1,
case_059,3,3,True,254656,254656,3397632,3397632,0.6127574083375188,0.6127574083375188,0.7,
case_060,3,3,True,298831,298831,3164416,3164416,0.4687205974223772,0.4687205974223772,1.0,
case_061,3,3,True,29381,29381,179618,179618,0.22482127442024188,0.22482127442024188,0.3,
case_062,3,3,True,954215,954215,41472,41472,0.00034328870580157915,0.00034328870580157915,5.5,
case_063,3,3,True,344374,344374,4119552,4119552,0.11651011560693642,0.11651011560693642,1.4,
case_064,3,3,True,11407,11407,99404,99404,0.24433535552744967,0.24433535552744967,0.3,
case_065,3,3,True,14937,14937,27648,27648,0.0,0.0,0.3,
case_066,3,3,True,142969,142969,1398840,1398840,0.21771223145676488,0.21771223145676488,1.2,
case_067,3,3,True,20084166,20084166,10769152,10769152,0.5318329445130597,0.5318329445130597,1.4,
case_068,3,3,True,147814,147814,2085676,2085676,0.1577265891619347,0.1577265891619347,1.1,
case_069,3,3,True,12005,12005,335116,335116,0.32825645399819586,0.32825645399819586,0.3,
case_070,3,3,True,40551,40551,176128,176128,0.08934438057269802,0.08934438057269802,0.3,
case_071,3,3,True,10636,10636,229324,229324,0.20529945905735286,0.20529945905735286,0.3,
