case,problem,eval_problem,num_cores,algorithm,variant,seed,runtime_s,eval_s,feasible,makespan,added_copy_bytes,partition_added_copy_bytes,spill_added_copy_bytes,scheduled_copy_bytes,cache_hit_rate,cache_hit_bytes,n_subgraphs,baseline_makespan,error,speedup
case_023,1,1,1,single,,0,0.0,0.241,True,122614,0,0,0,443444,,,1,122614,,1.0
case_023,3,3,1,single,,0,0.0,0.114,True,122614,0,0,0,443444,0.0,0,1,122614,,1.0
case_021,3,3,1,single,,0,0.001,1.177,True,6558837,4501504,0,4501504,7839744,0.5005973715651135,3432448,1,6567937,,1.0013874410966457
case_003,3,3,1,single,,0,0.003,4.835,True,602212,0,0,0,1284264,0.0,0,1,602212,,1.0
case_003,2,2,1,single,,0,0.006,4.898,True,602212,0,0,0,1284264,,,1,602212,,1.0
case_009,1,1,1,single,,0,0.002,5.808,True,153261,0,0,0,495332,,,1,153261,,1.0
case_026,1,1,1,single,,0,0.0,0.141,True,99203,0,0,0,528854,,,1,99203,,1.0
case_024,2,2,1,single,,0,0.003,1.524,True,2555343,0,0,0,393218,,,1,2555343,,1.0
case_024,3,3,1,single,,0,0.003,1.442,True,2555343,0,0,0,393218,0.0,0,1,2555343,,1.0
case_026,2,2,1,single,,0,0.0,0.121,True,99203,0,0,0,528854,,,1,99203,,1.0
case_026,3,3,1,single,,0,0.0,0.072,True,99203,0,0,0,528854,0.0,0,1,99203,,1.0
case_027,2,2,1,single,,0,0.0,0.274,True,2363952,1400832,0,1400832,3440640,,,1,2363952,,1.0
case_027,3,3,1,single,,0,0.0,0.362,True,2359515,1400832,0,1400832,3440640,0.2689393939393939,872448,1,2363952,,1.0018804711985303
case_027,1,1,1,single,,0,0.0,0.807,True,2363952,1400832,0,1400832,3440640,,,1,2363952,,1.0
case_021,1,1,1,single,,0,0.002,4.912,True,6567937,4501504,0,4501504,7839744,,,1,6567937,,1.0
case_029,1,1,1,single,,0,0.0,0.247,True,37555,0,0,0,430164,,,1,37555,,1.0
case_029,2,2,1,single,,0,0.0,0.107,True,37555,0,0,0,430164,,,1,37555,,1.0
case_029,3,3,1,single,,0,0.0,0.127,True,37555,0,0,0,430164,0.0,0,1,37555,,1.0
case_024,1,1,1,single,,0,0.003,5.732,True,2555343,0,0,0,393218,,,1,2555343,,1.0
case_020,1,1,1,single,,0,0.002,8.196,True,532746,0,0,0,2359296,,,1,532746,,1.0
case_016,3,3,1,single,,0,0.005,9.364,True,7715523,0,0,0,393218,0.0,0,1,7715523,,1.0
case_016,2,2,1,single,,0,0.004,9.721,True,7715523,0,0,0,393218,,,1,7715523,,1.0
case_031,2,2,1,single,,0,0.002,1.051,True,1414369,3491328,0,3491328,5676368,,,1,1414369,,1.0
case_031,3,3,1,single,,0,0.001,1.211,True,1414159,3491328,0,3491328,5676368,0.26059362793218216,1479168,1,1414369,,1.0001484981533193
case_030,2,2,1,single,,0,0.003,3.027,True,2808034,5519360,0,5519360,7913420,,,1,2808034,,1.0
case_032,1,1,1,single,,0,0.0,0.274,True,41443,0,0,0,293088,,,1,41443,,1.0
case_032,2,2,1,single,,0,0.0,0.108,True,41443,0,0,0,293088,,,1,41443,,1.0
case_032,3,3,1,single,,0,0.0,0.12,True,41443,0,0,0,293088,0.0,0,1,41443,,1.0
case_030,3,3,1,single,,0,0.003,3.055,True,2807891,5519360,0,5519360,7913420,0.259867995341012,2056192,1,2808034,,1.0000509279028282
case_033,3,3,1,single,,0,0.001,0.668,True,1774080,4592640,0,4592640,7565550,0.09627692445862406,720384,1,1774196,,1.000065386002886
case_033,2,2,1,single,,0,0.001,0.795,True,1774196,4592640,0,4592640,7565550,,,1,1774196,,1.0
case_014,3,3,1,single,,0,0.02,13.595,True,17689602,71010720,0,71010720,80943460,0.12291025483195864,9944064,1,17698626,,1.0005101301883446
case_014,2,2,1,single,,0,0.01,13.755,True,17698626,71010720,0,71010720,80943460,,,1,17698626,,1.0
case_034,2,2,1,single,,0,0.001,0.853,True,842996,1079832,0,1079832,3360218,,,1,842996,,1.0
case_034,3,3,1,single,,0,0.001,0.88,True,842733,1079832,0,1079832,3360218,0.309046599146855,1038336,1,842996,,1.0003120798639664
case_035,2,2,1,single,,0,0.001,0.655,True,169571,0,0,0,410854,,,1,169571,,1.0
case_025,2,2,1,single,,0,0.008,11.491,True,4863026,0,0,0,8217600,,,1,4863026,,1.0
case_035,3,3,1,single,,0,0.001,0.725,True,169571,0,0,0,410854,0.0,0,1,169571,,1.0
case_036,3,3,1,single,,0,0.0,0.592,True,931510,0,0,0,6554752,0.0,0,1,931510,,1.0
case_033,1,1,1,single,,0,0.001,3.824,True,1774196,4592640,0,4592640,7565550,,,1,1774196,,1.0
case_036,2,2,1,single,,0,0.001,0.836,True,931510,0,0,0,6554752,,,1,931510,,1.0
case_037,1,1,1,single,,0,0.0,0.328,True,210001,0,0,0,614400,,,1,210001,,1.0
case_037,2,2,1,single,,0,0.0,0.125,True,210001,0,0,0,614400,,,1,210001,,1.0
case_037,3,3,1,single,,0,0.0,0.095,True,210001,0,0,0,614400,0.0,0,1,210001,,1.0
case_025,3,3,1,single,,0,0.008,12.735,True,4863026,0,0,0,8217600,0.0,0,1,4863026,,1.0
case_035,1,1,1,single,,0,0.001,3.29,True,169571,0,0,0,410854,,,1,169571,,1.0
case_036,1,1,1,single,,0,0.001,2.359,True,931510,0,0,0,6554752,,,1,931510,,1.0
case_034,1,1,1,single,,0,0.001,4.295,True,842996,1079832,0,1079832,3360218,,,1,842996,,1.0
case_038,2,2,1,single,,0,0.002,1.576,True,1364555,5627904,0,5627904,8430854,,,1,1364555,,1.0
case_038,3,3,1,single,,0,0.002,1.634,True,1363312,5627904,0,5627904,8430854,0.1736168151396097,1462272,1,1364555,,1.0009117502083162
case_040,3,3,1,single,,0,0.001,0.466,True,253454,0,0,0,911238,0.0,0,1,253454,,1.0
case_040,2,2,1,single,,0,0.001,0.612,True,253454,0,0,0,911238,,,1,253454,,1.0
case_039,2,2,1,single,,0,0.001,1.954,True,1435262,7929856,0,7929856,12419072,,,1,1435262,,1.0
case_031,1,1,1,single,,0,0.002,10.017,True,1414369,3491328,0,3491328,5676368,,,1,1414369,,1.0
case_040,1,1,1,single,,0,0.001,2.033,True,253454,0,0,0,911238,,,1,253454,,1.0
case_039,3,3,1,single,,0,0.002,2.387,True,1435262,7929856,0,7929856,12419072,0.0,0,1,1435262,,1.0
case_028,2,2,1,single,,0,0.005,15.627,True,43836040,277412256,0,277412256,283320864,,,1,43836040,,1.0
case_042,2,2,1,single,,0,0.001,2.269,True,1686740,6629376,0,6629376,9018340,,,1,1686740,,1.0
case_042,3,3,1,single,,0,0.002,2.552,True,1675633,6629376,0,6629376,9018340,0.3186917583766532,2866176,1,1686740,,1.0066285397816825
case_028,3,3,1,single,,0,0.005,17.057,True,43836040,277412256,0,277412256,283320864,0.0,0,1,43836040,,1.0
case_044,1,1,1,single,,0,0.0,0.747,True,154407,4438112,0,4438112,5413568,,,1,154407,,1.0
case_044,2,2,1,single,,0,0.001,0.385,True,154407,4438112,0,4438112,5413568,,,1,154407,,1.0
case_044,3,3,1,single,,0,0.0,0.524,True,107814,4438112,0,4438112,5413568,0.8199885718367201,4408416,1,154407,,1.4321609438477378
case_045,1,1,1,single,,0,0.001,0.684,True,125614,0,0,0,557056,,,1,125614,,1.0
case_043,2,2,1,single,,0,0.006,3.143,True,677656,49160,0,49160,1480282,,,1,677656,,1.0
case_045,2,2,1,single,,0,0.001,0.442,True,125614,0,0,0,557056,,,1,125614,,1.0
case_045,3,3,1,single,,0,0.001,0.41,True,125614,0,0,0,557056,0.0,0,1,125614,,1.0
case_043,3,3,1,single,,0,0.005,3.425,True,677656,49160,0,49160,1480282,0.03320740032104811,49152,1,677656,,1.0
case_046,1,1,1,single,,0,0.0,0.415,True,276455,3176288,0,3176288,4237760,,,1,276455,,1.0
case_046,2,2,1,single,,0,0.0,0.238,True,276455,3176288,0,3176288,4237760,,,1,276455,,1.0
case_046,3,3,1,single,,0,0.0,0.232,True,244994,3176288,0,3176288,4237760,0.7530304668077024,3120992,1,276455,,1.1284153897646474
case_041,2,2,1,single,,0,0.005,11.659,True,6003957,30898176,0,30898176,35848156,,,1,6003957,,1.0
case_048,1,1,1,single,,0,0.001,0.967,True,222220,0,0,0,414790,,,1,222220,,1.0
case_041,3,3,1,single,,0,0.005,12.213,True,6001575,30898176,0,30898176,35848156,0.10163681549404405,3643392,1,6003957,,1.0003968958148486
case_048,2,2,1,single,,0,0.001,0.394,True,222220,0,0,0,414790,,,1,222220,,1.0
case_048,3,3,1,single,,0,0.001,0.4,True,222220,0,0,0,414790,0.0,0,1,222220,,1.0
case_042,1,1,1,single,,0,0.002,12.805,True,1686740,6629376,0,6629376,9018340,,,1,1686740,,1.0
case_049,2,2,1,single,,0,0.002,1.41,True,196276,0,0,0,152540,,,1,196276,,1.0
case_049,3,3,1,single,,0,0.002,1.473,True,196276,0,0,0,152540,0.0,0,1,196276,,1.0
case_050,2,2,1,single,,0,0.002,1.692,True,149690,0,0,0,319376,,,1,149690,,1.0
case_047,2,2,1,single,,0,0.008,9.269,True,326508,0,0,0,463942,,,1,326508,,1.0
case_047,3,3,1,single,,0,0.007,8.874,True,326508,0,0,0,463942,0.0,0,1,326508,,1.0
case_051,2,2,1,single,,0,0.0,0.262,True,607628,0,0,0,393218,,,1,607628,,1.0
case_039,1,1,1,single,,0,0.001,19.784,True,1435262,7929856,0,7929856,12419072,,,1,1435262,,1.0
case_051,1,1,1,single,,0,0.002,0.75,True,607628,0,0,0,393218,,,1,607628,,1.0
case_051,3,3,1,single,,0,0.001,0.536,True,607628,0,0,0,393218,0.0,0,1,607628,,1.0
case_052,2,2,1,single,,0,0.0,0.253,True,180301,0,0,0,810204,,,1,180301,,1.0
case_052,3,3,1,single,,0,0.0,0.263,True,180301,0,0,0,810204,0.0,0,1,180301,,1.0
case_052,1,1,1,single,,0,0.0,0.65,True,180301,0,0,0,810204,,,1,180301,,1.0
case_050,3,3,1,single,,0,0.002,1.823,True,149690,0,0,0,319376,0.0,0,1,149690,,1.0
case_049,1,1,1,single,,0,0.003,5.748,True,196276,0,0,0,152540,,,1,196276,,1.0
case_038,1,1,1,single,,0,0.002,23.53,True,1364555,5627904,0,5627904,8430854,,,1,1364555,,1.0
case_050,1,1,1,single,,0,0.002,6.484,True,149690,0,0,0,319376,,,1,149690,,1.0
case_055,1,1,1,single,,0,0.0,0.828,True,118835,69632,0,69632,695442,,,1,118835,,1.0
case_055,2,2,1,single,,0,0.001,0.279,True,118835,69632,0,69632,695442,,,1,118835,,1.0
case_053,3,3,1,single,,0,0.01,4.504,True,1428109,5405536,0,5405536,8400824,0.6248708378144704,5155968,1,1472686,,1.0312140039730862
case_055,3,3,1,single,,0,0.0,0.25,True,118835,69632,0,69632,695442,0.10014324257468461,69632,1,118835,,1.0
case_053,2,2,1,single,,0,0.007,4.689,True,1472686,5405536,0,5405536,8400824,,,1,1472686,,1.0
case_056,2,2,1,single,,0,0.005,3.83,True,277285,0,0,0,221600,,,1,277285,,1.0
case_056,3,3,1,single,,0,0.003,4.11,True,277285,0,0,0,221600,0.0,0,1,277285,,1.0
case_057,2,2,1,single,,0,0.0,0.168,True,59726,94216,0,94216,436676,,,1,59726,,1.0
case_057,1,1,1,single,,0,0.0,0.316,True,59726,94216,0,94216,436676,,,1,59726,,1.0
case_057,3,3,1,single,,0,0.0,0.169,True,59726,94216,0,94216,436676,0.21868152274837513,94208,1,59726,,1.0
case_054,2,2,1,single,,0,0.011,11.402,True,815051,0,0,0,1606276,,,1,815051,,1.0
case_003,1,1,1,single,,0,0.005,52.133,True,602212,0,0,0,1284264,,,1,602212,,1.0
case_054,3,3,1,single,,0,0.011,10.859,True,815051,0,0,0,1606276,0.0,0,1,815051,,1.0
case_059,2,2,1,single,,0,0.001,1.25,True,829473,1691648,0,1691648,3035136,,,1,829473,,1.0
case_059,1,1,1,single,,0,0.001,2.595,True,829473,1691648,0,1691648,3035136,,,1,829473,,1.0
case_059,3,3,1,single,,0,0.001,1.17,True,815938,1691648,0,1691648,3035136,0.6100443131462334,1691648,1,829473,,1.0165882701871956
case_043,1,1,1,single,,0,0.005,34.501,True,677656,49160,0,49160,1480282,,,1,677656,,1.0
case_060,2,2,1,single,,0,0.002,2.518,True,888789,2068520,0,2068520,4167526,,,1,888789,,1.0
case_061,1,1,1,single,,0,0.0,0.55,True,77191,0,0,0,544188,,,1,77191,,1.0
case_061,2,2,1,single,,0,0.001,0.286,True,77191,0,0,0,544188,,,1,77191,,1.0
case_061,3,3,1,single,,0,0.0,0.445,True,77191,0,0,0,544188,0.0,0,1,77191,,1.0
case_060,3,3,1,single,,0,0.012,2.437,True,887801,2068520,0,2068520,4167526,0.4231432279268349,1763336,1,888789,,1.001112862003985
case_056,1,1,1,single,,0,0.004,19.566,True,277285,0,0,0,221600,,,1,277285,,1.0
case_058,2,2,1,single,,0,0.011,16.239,True,4539717,28696576,0,28696576,36364288,,,1,4539717,,1.0
case_060,1,1,1,single,,0,0.003,13.055,True,888789,2068520,0,2068520,4167526,,,1,888789,,1.0
case_058,3,3,1,single,,0,0.019,17.07,True,4539717,28696576,0,28696576,36364288,0.0,0,1,4539717,,1.0
case_062,2,2,1,single,,0,0.012,10.13,True,2854809,0,0,0,13401600,,,1,2854809,,1.0
case_064,1,1,1,single,,0,0.001,0.237,True,19116,0,0,0,37414,,,1,19116,,1.0
case_064,2,2,1,single,,0,0.0,0.163,True,19116,0,0,0,37414,,,1,19116,,1.0
case_064,3,3,1,single,,0,0.0,0.144,True,19116,0,0,0,37414,0.0,0,1,19116,,1.0
case_063,2,2,1,single,,0,0.006,3.29,True,1070397,0,0,0,5021184,,,1,1070397,,1.0
case_065,1,1,1,single,,0,0.0,0.24,True,53068,0,0,0,316202,,,1,53068,,1.0
case_065,2,2,1,single,,0,0.0,0.25,True,53068,0,0,0,316202,,,1,53068,,1.0
case_065,3,3,1,single,,0,0.0,0.359,True,53068,0,0,0,316202,0.0,0,1,53068,,1.0
case_063,3,3,1,single,,0,0.005,3.654,True,1070397,0,0,0,5021184,0.0,0,1,1070397,,1.0
case_066,2,2,1,single,,0,0.002,2.399,True,359070,0,0,0,1107034,,,1,359070,,1.0
case_062,3,3,1,single,,0,0.013,11.189,True,2854809,0,0,0,13401600,0.0,0,1,2854809,,1.0
case_066,3,3,1,single,,0,0.004,2.589,True,359070,0,0,0,1107034,0.0,0,1,359070,,1.0
case_030,1,1,1,single,,0,0.004,70.93,True,2808034,5519360,0,5519360,7913420,,,1,2808034,,1.0
case_067,2,2,1,single,,0,0.004,5.832,True,63834834,264449408,0,264449408,270497536,,,1,63834834,,1.0
case_066,1,1,1,single,,0,0.004,9.64,True,359070,0,0,0,1107034,,,1,359070,,1.0
case_067,3,3,1,single,,0,0.004,6.16,True,63834834,264449408,0,264449408,270497536,0.0,0,1,63834834,,1.0
case_069,1,1,1,single,,0,0.0,0.241,True,25144,0,0,0,126054,,,1,25144,,1.0
case_069,2,2,1,single,,0,0.0,0.159,True,25144,0,0,0,126054,,,1,25144,,1.0
case_069,3,3,1,single,,0,0.0,0.141,True,25144,0,0,0,126054,0.0,0,1,25144,,1.0
case_068,2,2,1,single,,0,0.012,1.522,True,362095,0,0,0,2771250,,,1,362095,,1.0
case_070,2,2,1,single,,0,0.0,0.361,True,117300,0,0,0,419964,,,1,117300,,1.0
case_068,3,3,1,single,,0,0.002,1.708,True,362095,0,0,0,2771250,0.0,0,1,362095,,1.0
case_070,3,3,1,single,,0,0.0,0.221,True,117300,0,0,0,419964,0.0,0,1,117300,,1.0
case_070,1,1,1,single,,0,0.0,0.772,True,117300,0,0,0,419964,,,1,117300,,1.0
case_071,2,2,1,single,,0,0.0,0.091,True,18919,0,0,0,121446,,,1,18919,,1.0
case_071,3,3,1,single,,0,0.0,0.106,True,18919,0,0,0,121446,0.0,0,1,18919,,1.0
case_071,1,1,1,single,,0,0.0,0.181,True,18919,0,0,0,121446,,,1,18919,,1.0
case_068,1,1,1,single,,0,0.002,6.934,True,362095,0,0,0,2771250,,,1,362095,,1.0
case_063,1,1,1,single,,0,0.004,22.16,True,1070397,0,0,0,5021184,,,1,1070397,,1.0
case_073,2,2,1,single,,0,0.009,2.055,True,10081626,141570432,0,141570432,145611520,,,1,10081626,,1.0
case_053,1,1,1,single,,0,0.008,52.952,True,1472686,5405536,0,5405536,8400824,,,1,1472686,,1.0
case_073,3,3,1,single,,0,0.002,2.28,True,10081626,141570432,0,141570432,145611520,0.0,0,1,10081626,,1.0
case_074,2,2,1,single,,0,0.001,1.036,True,1682239,6070280,0,6070280,9847008,,,1,1682239,,1.0
case_074,3,3,1,single,,0,0.001,0.784,True,1678120,6070280,0,6070280,9847008,0.16680485013829857,1642496,1,1682239,,1.002454532452983
case_074,1,1,1,single,,0,0.002,4.918,True,1682239,6070280,0,6070280,9847008,,,1,1682239,,1.0
case_073,1,1,1,single,,0,0.003,10.526,True,10081626,141570432,0,141570432,145611520,,,1,10081626,,1.0
case_047,1,1,1,single,,0,0.006,71.064,True,326508,0,0,0,463942,,,1,326508,,1.0
case_075,2,2,1,single,,0,0.004,2.952,True,1441809,0,0,0,1837190,,,1,1441809,,1.0
case_075,3,3,1,single,,0,0.003,2.552,True,1441809,0,0,0,1837190,0.0,0,1,1441809,,1.0
case_072,2,2,1,single,,0,0.014,18.253,True,23897828,108613680,0,108613680,119716864,,,1,23897828,,1.0
case_072,3,3,1,single,,0,0.017,18.823,True,23890756,108613680,0,108613680,119716864,0.026210198484652728,3137536,1,23897828,,1.000296014073393
case_077,2,2,1,single,,0,0.002,1.56,True,495320,0,0,0,2141360,,,1,495320,,1.0
case_077,3,3,1,single,,0,0.002,1.431,True,495320,0,0,0,2141360,0.0,0,1,495320,,1.0
case_078,1,1,1,single,,0,0.0,0.678,True,2296143,12644568,0,12644568,14989656,,,1,2296143,,1.0
case_078,2,2,1,single,,0,0.0,0.262,True,2296143,12644568,0,12644568,14989656,,,1,2296143,,1.0
case_078,3,3,1,single,,0,0.0,0.274,True,2296143,12644568,0,12644568,14989656,0.0,0,1,2296143,,1.0
case_077,1,1,1,single,,0,0.006,5.521,True,495320,0,0,0,2141360,,,1,495320,,1.0
case_075,1,1,1,single,,0,0.002,14.907,True,1441809,0,0,0,1837190,,,1,1441809,,1.0
case_076,2,2,1,single,,0,0.021,14.826,True,6185113,28280832,0,28280832,32551506,,,1,6185113,,1.0
case_080,1,1,1,single,,0,0.0,0.488,True,292138,548864,0,548864,2527232,,,1,292138,,1.0
case_080,2,2,1,single,,0,0.0,0.264,True,292138,548864,0,548864,2527232,,,1,292138,,1.0
case_076,3,3,1,single,,0,0.023,16.047,True,6183098,28280832,0,28280832,32551506,0.13357661937269952,4347904,1,6185113,,1.0003258884138664
case_080,3,3,1,single,,0,0.0,0.583,True,291826,548864,0,548864,2527232,0.1686143572621035,413696,1,292138,,1.0010691302351402
case_081,2,2,1,single,,0,0.001,1.484,True,151795,0,0,0,1741140,,,1,151795,,1.0
case_081,3,3,1,single,,0,0.001,1.265,True,151795,0,0,0,1741140,0.0,0,1,151795,,1.0
case_016,1,1,1,single,,0,0.004,119.612,True,7715523,0,0,0,393218,,,1,7715523,,1.0
case_067,1,1,1,single,,0,0.005,46.247,True,63834834,264449408,0,264449408,270497536,,,1,63834834,,1.0
case_081,1,1,1,single,,0,0.001,4.191,True,151795,0,0,0,1741140,,,1,151795,,1.0
case_082,2,2,1,single,,0,0.002,0.999,True,721041,0,0,0,592006,,,1,721041,,1.0
case_082,3,3,1,single,,0,0.002,0.868,True,721041,0,0,0,592006,0.0,0,1,721041,,1.0
case_083,2,2,1,single,,0,0.001,1.248,True,1057993,13934688,0,13934688,15372992,,,1,1057993,,1.0
case_082,1,1,1,single,,0,0.002,3.341,True,721041,0,0,0,592006,,,1,721041,,1.0
case_083,3,3,1,single,,0,0.001,1.323,True,946145,13934688,0,13934688,15372992,0.7958684091545202,11829024,1,1057993,,1.1182144385902795
case_083,1,1,1,single,,0,0.001,5.304,True,1057993,13934688,0,13934688,15372992,,,1,1057993,,1.0
case_079,2,2,1,single,,0,0.009,18.502,True,31052251,32448512,0,32448512,41799680,,,1,31052251,,1.0
case_054,1,1,1,single,,0,0.008,89.117,True,815051,0,0,0,1606276,,,1,815051,,1.0
case_079,3,3,1,single,,0,0.008,19.516,True,31052251,32448512,0,32448512,41799680,0.0,0,1,31052251,,1.0
case_084,2,2,1,single,,0,0.003,5.919,True,2507412,0,0,0,13236330,,,1,2507412,,1.0
case_084,3,3,1,single,,0,0.004,6.228,True,2507412,0,0,0,13236330,0.0,0,1,2507412,,1.0
case_086,2,2,1,single,,0,0.001,1.688,True,118403,0,0,0,338022,,,1,118403,,1.0
case_086,3,3,1,single,,0,0.002,1.877,True,118403,0,0,0,338022,0.0,0,1,118403,,1.0
case_086,1,1,1,single,,0,0.002,6.096,True,118403,0,0,0,338022,,,1,118403,,1.0
case_085,3,3,1,single,,0,0.01,12.871,True,3187899,0,0,0,1689734,0.0,0,1,3187899,,1.0
case_085,2,2,1,single,,0,0.006,12.959,True,3187899,0,0,0,1689734,,,1,3187899,,1.0
case_088,2,2,1,single,,0,0.001,0.952,True,243623,0,0,0,1829798,,,1,243623,,1.0
case_088,3,3,1,single,,0,0.001,0.542,True,243623,0,0,0,1829798,0.0,0,1,243623,,1.0
case_088,1,1,1,single,,0,0.001,2.793,True,243623,0,0,0,1829798,,,1,243623,,1.0
case_089,2,2,1,single,,0,0.002,1.705,True,693092,0,0,0,566400,,,1,693092,,1.0
case_089,3,3,1,single,,0,0.002,1.459,True,693092,0,0,0,566400,0.0,0,1,693092,,1.0
case_090,1,1,1,single,,0,0.001,1.199,True,1178363,21233592,0,21233592,23461944,,,1,1178363,,1.0
case_089,1,1,1,single,,0,0.002,5.619,True,693092,0,0,0,566400,,,1,693092,,1.0
